EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Gözlerin Ardında Müzikal
","Dünyaca ünlü Gözlerin Ardında Müzikal, Borusan Oto Dolmabahçe Sahne'de...Tiyatro, dans, akustik müzik... Nava Semel yazdı, Kemal Başar yönetti. Özgün canlı performansla sahnede... Eda Kandulu oynuyor. Enstrümanlar, dans ve diğeollerde Melike Çetin, Onur Güney Kumaş, Erkan Çelebi, Ziya Serkan Doğan..."," 10 Nisan 2018, Salı - 20:30",,Arts," Borusan Oto Dolmabahçe Sahne, İstanbul"
"
Taranta Babu
","Harun Güzeloğlu'nun yönettiği Taranta Babu tiyatro oyunu,izleyicisiyle buluşuyor.Tiyatro aydınlatır!“Bu seyirlik, Henri Barbusse'ün hatırasına… Kendi ülkesinde kendi dilini istediği gibi kullanamadığı için, Asya ve Afrika dillerine merak saran bir İtalyan arkadaştan, geçenlerde bir paketle bir mektup aldık. Arkadaşın adını söylemek istemiyoruz. Başı belaya girer. Fakat mektubunu olduğu gibi size aktarıyoruz. “Oyun SandalıYazan– Nâzım HikmetYöneten– Harun GüzeloğluOynayan– Cansu FırıncıClown Eğitimi– Ezgi KeskinYönetmen Yrd.– Burcu AkpınaKostüm– Nazan Celebci (ZeZeGörsel Tasarım– Özgür ŞahinMakyaj ve Sahne– Harun GüzeloğluGölge Dekor Tasarımı– Busenur SevinçliFotoğraf– Tahir Enes AkbuğaTek Perde75 dk."," 10 Nisan 2018, Salı - 20:30",,Arts," Nazım Hikmet Kültür Merkezi , İstanbul"
"
Fulya Özlem & Akustik Kabare
","Vokalde Fulya Özlem, Kanun’da Fotini Kokkala ve Ud’da Marina Liontou’dan oluşan Akustik Kabare,Cemiyet sahnesinde sizlerle...Vokalde Fulya Özlem, Kanun’da Fotini Kokkala ve Ud’da Marina Liontou’dan oluşan ve 2014 yılında kurulan grubun repertuvarı temelde Fulya Özlem’in kanto, tango, şarkı ve bu gibi yirminci yüzyılın başında Türk Müziğinde popüler olan formlarda bestelediği, makam müziği geleneğindeki şarkılar ile bu dönemden kantolar ve şehir musikisi örneklerinden(rebetiko ve sefarad müziği; fasıl şarkıları) oluşuyor. Grubun özgün şarkılarının güfteleri ise Fulya Özlem’in “çağdaş kanto” denemelerinden, çağdaş ve geleneksel Türk Edebiyatı’nın önde gelen şairlerinin eserleri ile absürt tiyatro ve komedi unsurlarından besleniyor. Fulya Özlem ile Akustik Kabare, Direklerarası Eğlenceleri ile Çağdaş Kabare kültürünü bir araya getirirken, Sefarad ve Rebetiko şarkıları ile de şehrin kozmopolit geçmişini yad ediyor."," 10 Nisan 2018, Salı - 21:00",,Music," Cemiyet, İstanbul"
"
Bahadır Sağlam
","Bahadır Sağlam, Jolly Joker Beyoğlu sahnesinde sizlerle...2014 yılında  “Mavi“ ismini verdiği 9 şarkılık ilk solo albümünü yayınladı. Başarılı aranjör Mert Ağırlar yönetmenliğinde yayınlanan albümün ilk video klip çalışmasını Kemal Başbuğ “Kır Papatyası” isimli şarkıya çekti. Çok kısa sürede bütün dikkatleri üzerinde çeken Bahadır Sağlam birçok üniversite ve yayın kurumunda yılın en iyi çıkış yapan Rock Erkek sanatçısı ödülüne layık görüldü. Gülşen Aybaba yönetmenliğinde ikinci video klip çalışması Gidiyor Gibiyim isimli şarkısını kliplendiren Bahadır Sağlam müzikal kariyerinde emin adımlar ile yürümeye başladı. Sonraki kliplerinde başarılı sinema yönetmeni Caner Erzincan yönetmenliğinde Zor Geliyor, Sınırımız Gökyüzü ve son olarak Yaz Aşkları ismini verdiği yeni single’ını kliplendirdi. 2014 yılında ilk solo albümü olan “Mavi”yi piyasaya sürdü. Bağlama, cümbüş ve perküsyon çalabiliyor.Bahadır Sağlam2008 Akademi Türkiye ses yarışması birincisi Bahadır Sağlam, 14 Mayıs 1986 yılında Şanlıurfa’da dünyaya geldi. Sağlam, burslu olarak kazandığı Galatasaray iletişim ve müzik teknolojileri bölümünden mezun olduktan sonra ikinci üniversite olarak Haliç Üniversitesi Konservatuvarını yarı burslu okuyarak mezun oldu. Haliç Üniversitesi Konservatuarı'nda yüksek lisans yapıyor."," 10 Nisan 2018, Salı - 21:00",,Music," Jolly Joker Beyoğlu, İstanbul"
"
Yavuz Günal
","Yavuz Günal, 12 yıldır 30’una gelmeyi bekledi. 77 kilo, 1,85 cm boyunda ve hala yaşıyor. Dört yıl boyunca açık mikrofonlarda sahneye çıktı. Artık bir saat konuşabiliyor. İzleyenler, izlemeyenlere “yavuz diye bi çocuk var” diye anlattığı için gösterinin adını “yavuz diye bi çocuk” koymuştur. Yabancı değil, buralardan."," 10 Nisan 2018, Salı - 21:00",,Arts," DasDas, İstanbul"
"
Erdinç Erişmiş
","Erdinç Erişmiş, 10 Nisan'da IF Performance Hall Ataşehir sahnesinde sizlerle..."," 10 Nisan 2018, Salı - 21:00",,Arts," IF Performance Hall Ataşehir, İstanbul"
"
Ece Ercan - Tek Dişilik Gösteri
","Ece Ercan, Tek Dişilik Gösteri adını verdiği stand up gösterisiyle Bahane Kültür Salon'da sizlerle...Ece Ercan, Tek Dişilik Gösteri adını verdiği stand up gösterisinde, sürpriz etkisi yaratan esprileri ve hayata dair komik tespitleri ile seyircilerine biuçuk saatlik bir komedi şöleni sunuyor. Gülme alışkanlıklarınızı değiştirecek yeni nesil stand up, ocak ayında sezonu açıyor."," 10 Nisan 2018, Salı - 21:00",,Arts," Bahane Kültür Salon, İstanbul"
"
Şeria Nehrinin Batısı
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Muhalif bakışıyla tavizsiz İsrailli usta sinemacı Amos Gitai, son filmiyle ses getiren belgeseli Journal de campagneSavaş Günlükleri’nden 35 yıl sonra bir kez daha Batı Şeria’ya dönü kariyerinde sıklıkla irdelediği İsrail-Filistin meselesine bakıyor. Gitai, Cannes Film Festivali’nin Yönetmenlerin On Beş Günü bölümünde gösterilen filminde kamerasını bazen sokaklarda bu köklü sorunun etkileriyle nefretin dilini konuşanlara çeviriyor. Ancak asıl vaktini barış getirmeye çalışanlara ayırıyor: İnsan hakları ihlalleri hakkında konuşan İsrailli askerlerden, yakınlarını kaybeden İsrailliler ile Filistinlilerin birlikte çalıştığı bir derneğin mensuplarına uzanan ve kadınların özellikle öne çıktığı söyleşilerin sonunda şunu soruyor: Barış nasıl gelir; uzlaşma sağlanabilir mi?Orjinal İsim:West Of The Jordan RiveYönetmen:Amos GitaiSenarist:Amos GitaiGörüntü Yönetmeni:Oded Kirma, Eita Hai, Vladimir TruchovskiKurgucu:Tal Zana, Vincent Schmitt, Yuval OÖzgün Müzik:Amit PoznanskyYapımcı:Amos Gitai, Shuki Friedman, Laurent Truchot, Patricia Boutinard RouelleYapım Şirketi:Nilaya Productions, Agav FilmsDünya Hakları:Doc & Film InternationalFransa, İsrail2017DCPRenkli84´İbranice, İngilizce, Arapça; Türkçe, İngilizce altyazılı"," 10 Nisan 2018, Salı - 21:30",,Arts," Kadıköy Sineması Salon 1, İstanbul"
"
Ogün Sanlısoy
","Rock müzik sanatçısı Ogün Sanlısoy, son albümü ""Sen Uyurken"" ile 10 Nisan'da Dorock XL sahnesinde...Mimar Sinan Üniversitesi’nde endüstri ürünleri tasarımı okurken aynı zamanda da müzik çalışmalarını yürüten Ogün Sanlısoy, ilk sahne deneyimlerine akustik gitarıyla gerçekleştirdiği performansı ile 1989 yılında başladı. Bunu takip eden yıllarda farklı amatör gruplarda solistlik yaptı ve ilk demo kaydını gerçekleştirdi.1992 yılında Pentagram'a katıldı ve aynı yıl çıkan “Trail Blazer” albümünde vokaliyle yer aldı. Türkiye'de ve yurtdışında Pentagram'la pek çok konser gerçekleştirdi.1994-95 yıllarında Gür Akad'ın kurduğu Klips grubunda solist olarak yer aldı ve bu grupla çeşitli konserler verdi. 1995 yılında Pentagram grubundan ayrılarak ilk solo albümünün çalışmalarına başladı. ‘Korkma’ albümünü 1999 yılında Tempo Müzik’ten Ümit Kuzer prodüktörlüğünde yayınladı. 2004 yılında Sony Music’ten yayınlanan ikinci solo albümü ‘O Gün’ ile birlikte Türkiye’nin farklı pek çok ilinde çok sayıda konserle izleyicisi ile buluştu. Aynı yıl Atina’da yapılan olimpiyatlaünyesinde bir konser gerçekleştirdi. 2005 yılı sonunda hazırlıklarına başlanan ‘ÜÇ’ albümü yoğun bir çalışmanın ardından SONY BMG etiketiyle 2006’nın mart ayında yayınlandı. Korkma07 yeniden kaydedilen ‘Kaybettik Severken, Anla Dünü’ adli şarkıların yanında Hayko Cepkin ile gerçekleştirdiği ‘Korkma’ düeti ve stüdyo çalışmaları sırasında çekilen video görüntülerinden oluşturulan dvd belgeseli ile birlikte 2007 yılında yayımlandı.2009 yılının başlarında Büyüdük Aniden parçası myspace üzerinden ücretsiz olarak yayımlandı. Ardından da 2009 sonlarında Yukarıya Bak parçası yine myspace üzerinden yayınlandı. 2011 şubat ayında,'Ben' isimli dördüncü stüdyo albümü ile hayranları ile yeniden buluştu. Son stüdyo albümü ""Sen Uyurken"" gene SONY BMG etiketiyle 2015 yılında yayınlandı.Ogün Sanlısoy'a sahne performanslarında gitarlarda Hakan Şavklı, bas gitarda Semih Keçeci ve davullarda Sertan Soğukpınar eşlik etmektedir."," 10 Nisan 2018, Salı - 22:30",,Music," Dorock XL, İstanbul"
"
MSA - Bıçak Becerileri
","Bıçak becerilerini öğrenip, kestiğiniz malzemelerle daha lezzetli yiyecekler hazırlamak için MSA mutfağında yerinizi alın.""Julienne. Macedoine. Chiffonade. Kulağa ilk başta Shakespare’in kaleme aldığı karakterler gibi gelse de, bunlar temel kesim tekniklerinden sadece birkaçı. Daha fazlası için buyurun MSA Workshop mutfağına. Konsantrasyonun ve hızın eksik olmadığı bu eğitimde, artık söz bıçaklarda.""MinestroneFırında tavukPatates risotto*Muzlu bisküvili puding ikramdır.10.00-14.00"," 11 Nisan 2018, Çarşamba - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
Savaş Tiyatrosu
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Eski düşmanlar aynı mekânda aylarca kalırsa ne olur? Savaş Tiyatrosu, Falklands/Malvinas savaşında birbirlerine karşı savaşmış Britanyalı ve Arjantinli askerleri bir araya getiriyor, aylarca birbirleriyle zaman geçiren eski düşmanlar, çatışmalardan 35 yıl sonra olan biteni tartışıyor ve yeniden canlandırıyorlar. Arjantin ile İngiltere 1982’de Falklands/Malvinas Savaşı’nda karşı karşıya gelmiş, İngiltere’nin askeri zaferiyle sonuçlanan vuruşmalarda her iki taraftan 1000 kişi hayatını kaybetmişti. Aradan yıllar geçti; savaşa neden olan adaların hâkimiyeti halen tartışmalı. Gerçekle kurmaca arasında, rol ile duygular arasında gidip gelen; askerle oyuncu, savaş hatıraları ile hikâye arasındaki farkı bulanıklaştıran Savaş Tiyatrosu ilk gösterimini Şubat ayında Berlin Film Festivali’nde yaptı.Orjinal İsim:Teatro De GuerraYönetmen:Lola AriasSenarist:Lola AriasGörüntü Yönetmeni:Manuel AbramovichKurgucu:Anita Remon, Alejo HoijmanYapımcı:Gema Juarez-Allen, Alejandra Grinschpun, Bettina Walter, Ingmar Trost, Pedro SalehYapım Şirketi:Gema Films, BWP, Sutor Kolonko, Sake ArgentinaKaynak: Pascale RamondaArjantin, İspanya2018DCPRenkli82´İspanyolca, İngilizce, Nepalce; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 11:00",,Arts," Beyoğlu Sineması, İstanbul"
"
Zavar... + Turtle Shells
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Afganistan’ın kuzeyinde pek çoğumuzun adını bile bilmediği bir dağ köyünde Çahardeh’te geçiyor öykümüz. Hindukuşların tepesindeki bu dağ köyünde 60’lı yaşlarındaki Zavar ve 9 yaşındaki yeğeni Razak’ın yaşamı üzerinden Afgan geleneklerine şahitlik ediyoruz. Pek çok Afganlı çocuk gibi Razak da iç savaşta babasını kaybetmiştir. En büyük dayanağı, dayısı Zavar’dır. Köyde kekliklere düşkünlüğü ve avcılığı ile bilinen Zavar, küçük yeğeni Razak’a erkekliğe ilk adımı atabilmesi için keklik avlamayı, bakı büyütmeyi öğretmektedir.Orjinal İsim:Zavar, Çocuk Ve KeklikYönetmen:Zeynep Gülru KeçecileSenarist:Zeynep Gülru KeçecileGörüntü Yönetmeni:Ahmet Hamdi FerahKurgucu:Berkay FerahÖzgün Müzik:Mehdi Mehdiyar, Bora TaştanOyuncular:Katılanlar With: Süleyman Zavar, Razak ZavaYapımcı:Zeynep Gülru KeçecileYapım Şirketi:TRT AnkaraDünya Hakları:TRT AnkaraAfganistan2018DCPRenkli39´Afganistan Farsçası; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 11:00",,Arts," Pera Müzesi, İstanbul"
"
Erkeklere Bakmak
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Tunus’un batıya açık muhafazakâr toplumsal yapısını derinden sarsan bir kadın Emel–fotoğrafçı olarak geleceği parlakken birden eşinin ölümüyle sarsılır. Yaşam, dul bir kadın olarak onu hiç aklına bile gelmeyen yerlere sürükler. Sanatçı olarak ise, cüreti ve cesareti herkesi çileden çıkartacaktır çünkü Emel, erkeklerin erotik fotoğraflarını çekmeye başlamıştır. Erkeklik, bağlılık ve müstehcenlik kavramlarıyla iyiden iyiye dalga geçen Erkeklere Bakmak, estetiği hiç elden bırakmayan, kadın bakış açısını benimseyen sıcak bir film. Balıklı Bulgui> filmiyle yıldızı parlayan, Tunus asıllı Fransız oyuncu Hafsia Herzi’nin, can verdiği Emel karakterinde tek kelimeyle parladığını söylemek gerek.Orjinal İsim:LAmour Des HommesYönetmen:Mehdi Ben AttiaSenarist:Mehdi Ben Attia, Martin DrouotGörüntü Yönetmeni:Antoine ParoutyKurgucu:Rafael LefevreÖzgün Müzik:Karol BeffaOyuncular:Hafsia Herzi, Raouf Ben Amor, Haythem Achour, Sondoss Bel HassenYapımcı:Mani Mortavazi, David Mathieu-Mahias, Andrea QueraltYapım Şirketi:4 A 4 ProductionsDünya Hakları:Loco FilmsFransa, Tunus2017DCPRenkli105´Arapça, Fransızca; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 11:00",,Arts," Rexx Sineması, İstanbul"
"
Yeşil Sis
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Festival izleyicisinin oldukça iyi tanıdığı Kanadalı eksantrik yönetmen Guy Maddin’in “yeşil” VertigoYükseklik Korkusu yorumu, sürprizlerle dolu, ilginç bir deneyim sunuyor. Maddin ve ortak yönetmenler Evan ve Galen Johnson’ın San Francisco’ya bir aşk mektubu yazma niyetiyle yola çıktıkları film, bu şehirde çekilmiş 98 film ve 3 diziden sahnelerin yeniden kurgulanmasıyla Alfred Hitchcock’un Yükseklik Korkusu’nun post-modern bir versiyonuna dönüştü. San Francisco Film Festivali’nin siparişi üzerine kurgulanan bu benzersiz filmin özgün müziğini Jacob Garchick besteledi, Kronos Quartet de icra etti. Yeşil Sis, Guy Maddin’in bol ödüllü The Forbidden RoomYasaklı Oda’nın ardından yönetmenler Evan ve Galen Johnson ile yeni çalışması.Orjinal İsim:The Green FogYönetmen:Guy Maddin, Evan Johnson, Galen JohnsonKurgucu:Evan Johnson, Galen JohnsonÖzgün Müzik:Jacob Garchik, Kronos QuartetYapımcı:Evan Johnson, Guy MaddinYapım Şirketi:Extra Large ProductionsDünya Hakları:The Festival AgencyKaynak: The Festival AgencyABD2017DCPRenkli65´İngilizce; Türkçe altyazılı"," 11 Nisan 2018, Çarşamba - 11:00",,Arts," Cinemaximum City's Salon 3, İstanbul"
"
Kuyu
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.i>- 1969 ADANA En İyi Film, En İyi Yönetmen, En İyi Yardımcı Kadın Oyuncu (A. Rona), En İyi Yardımcı Erkek Oyuncu (H. HamzaoğluiTürkiye sinema tarihinde oldukça önemli bir yere sahip olan Metin Erksan’ın kendine özgü görüntü ve anlatım estetiğini pekiştirdiği filmi Kuyu, evlenmeye ikna edilemediği için yabanıl bir adam tarafından defalarca dağa kaldırılan bir kadının mücadelesi ve sonunda intikamını anlatır. Erksan’ın bir gazete haberinden yola çıkarak kaleme aldığı senaryosu, kadına şiddeti diyaloga değil, yönetmene özgü bakışın oluşturduğu görüntünün hiyerarşisine dayanarak işler: Kadının bakışına, sürüklenişine, uğradığı şiddete dair kadraj Kuyu’nun anlatımının gücünü aldığı odaklardır.Orjinal İsim:KuyuYönetmen:Metin ErksanSenarist:Metin ErksanGörüntü Yönetmeni:Mengü Yeğin, Ali UğuKurgucu:Veli AkbaşlıÖzgün Müzik:Abdullah Nail Bayşu, Orhan GencebayOyuncular:Hayati Hamzaoğlu, Nil Göncü, Demir Karahan, Aliye Rona, Osman Alyanak, Fikret Uçak, Ahmet KostarigaYapımcı:Metin Erksan, Necip SarıcıYapım Şirketi:Lale FilmDünya Hakları:Necip SarıcıTürkiye1968BetacamSiyah-Beyaz86´Türkçe; Fransızca altyazılı"," 11 Nisan 2018, Çarşamba - 13:30",,Arts," Pera Müzesi, İstanbul"
"
Çığlıklar ve Fısıltılar
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.i>- 1974 OSCAR En İyi Görüntü- 1972 CANNES Büyük Teknik Ödül, 19. yüzyılın sonlarında, iki kız kardeşin ölmek üzere olan kız kardeşlerini ziyaret edişlerini konu alıyor. Kırmızı rengin son derece baskın kullanımıyla gotik bir atmosfere bürünen film, üç kız kardeş ve hizmetçilerinin birbirleriyle olan ilişkileri üzerinden aile bağlarına ve iletişim sorunlarına derinlemesine biakış atıyor. Bergman’ın neredeyse en karamsar filmi olan Çığlıklar ve Fısıltılai>, yönetmenin sinemasında sıkça kullanılan temaları rüyaların ve gerçekliğin iç içe geçtiği yepyeni, korku sinemasına yakın bir görsellikle işliyor.Orjinal İsim:Viskningar Och RopYönetmen:Ingmar BergmanSenarist:Ingmar BergmanGörüntü Yönetmeni:Sven NykvistOyuncular:Harriet Andersson, Kari Sylwan, Ingrid Thulin, Liv Ullmann, Anders Ek, Erland JosephsonYapım Şirketi:Cinematograph AB, Stiftelsen Svenska FilmindustriDünya Hakları:Swedish Film Instututeİsveç1973DCPRenkli91´İsveççe; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 13:30",,Arts," Beyoğlu Sineması, İstanbul"
"
Ona İyi Bak
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.i>- 2017 AMANDA AWARDS (NORVEÇ) En İyi Erkek Oyuncu (K. JoneiBir deniz platformunda petrol işçisi olarak çalışan Kjetil, karısının ölümünden sonra evlat edindiği oğlu Daniel ile ilişki kurmakta zorlanmaya başlar. Büyük bir çaresizlik içinde, oğlunu doğduğu Kolombiya’ya getiren adam, çocuğun biyolojik annesini aramaya koyulur. Norveçli yönetmen Arild Andresen, travmayla zedelenmiş biaba-oğul ilişkisini odağına alırken, meselesini yalnızlık üzerine kuruyor. Kristoffer Joner’ın başroldeki kusursuz performansından gücünü alan film, baba-oğlun birbirlerinden ve ülkelerinden “uzakta” oluşlarını da ele alan oldukça çarpıcı bir dram.Orjinal İsim:HjertestartYönetmen:Arild AndresenSenarist:Hilde Susan Jægtnes, Jorge Camacho, Arild AndresenGörüntü Yönetmeni:David KatznelsonKurgucu:Vidar FlataukanOyuncular:Kristoffer Joner, Marlon Moreno, Kristoffer Bech, Patricia Castañeda, Amalia SantamariaYapımcı:Hans-Jørgen OsnesYapım Şirketi:MotlysDünya Hakları:PlaytimeTürkiye Hakları:FilmartıNorveç2017DCPRenkli102´İngilizce, Norveççe, İspanyolca; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 13:30",,Arts," Cinemaximum City's Salon 7, İstanbul"
"
Temmuz Masalları
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Sıcak bir yaz günü beş genç kız ve beş genç erkek arasında, Paris’te geçen sabun köüğü gibi eğlenceli Temmuz Masalları, iki kısımdan oluşuyor; kız arkadaşların arasına giren erkekler ortalığı karıştırıyorlar. İlk kısımda, iş arkadaşları Milena ve Lucie bir Pazar günü halk havuzuna gidiyor. Kız kıza bir gün geçirmek isteyen ikilinin yeni yeni yeşeren dostluklarına cankurtaran Jean ısrarcı flörtözlüğüyle çomak sokuyor. İkinci kısımda kız arkadaşı Salomé’yle güzel vakit geçirmek isteyen Norveçli öğrenci Hanne, bu tatil gününde bir yandan kendisine asılan üç erkeği idare etmek bir yandan da erkeklerden birinden hoşlanan Salomé’nin gönlünü hoş tutmak zorunda kalıyor. Yer yer duygusal yer yer cümbüşlü anları ve inceden feminist alt metniyle bu keyifli film gönülleri fethedecek.Orjinal İsim:Contes De JuilletYönetmen:Guillaume BracSenarist:Guillaume BracGörüntü Yönetmeni:Alain GuichaouaKurgucu:Louise JailletteOyuncular:Milena Csergo, Lucie Grunstein, Jean Joudé, Théo Chedeville, Kenza Lagnaoui, Hanne Mathisen Haga, Andrea Romano, Sipan Mouradian, Salomé Dienis Meulien, Roman Jean-ElieYapım Şirketi:BathysphereDünya Hakları:BathysphereFransa2017DCPRenkli70´Fransızca; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 13:30",,Arts," Cinemaximum Zorlu Salon 7, İstanbul"
"
Çikolata 101
","USLA mutfağında yerinizi alın, çikolatalarınızı evinizde kendiniz yapın!""Çikolata 101 workshopu ile kakao çekirdeğinden çikolataya giden keyifli bir yolcuğa çıkıyoruz. Temperleme, kalıplama, kesme ve şekillendirme gibi tekniklerin inceleneceği 4 saatlik 'Çikolataya Giriş' programında birbirinden lezzetli spesiyal çikolata çeşitleri hazırlayacağız. ""Karamel Dolgulu Kalı ÇikolataMendian (Kuru MeyveliSütlü Çikolatalı ve Tahinli Mini Bar Çikolata14:00-18:00"," 11 Nisan 2018, Çarşamba - 14:00",,Family & Education," USLA , İstanbul"
"
Hakim Hanım
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Brükselli Yargıç Anne Gruwez, sürprizlerle dolu, son derece açıksözlü bir kadın; zanlılara ve vakalara sıra dışı yaklaşımıyla hem şaşırtıyor hem de sempatikliği ve tavizsiz duruşuyla kendine bir hayran kitlesi ediniyor. Gruwez’i davadan davaya bakarken gözlemleyen, bir yandan da Belçika yargı sisteminin trajikomik bir portresini çizen bu ilginç belgeselin yönetmenleri, Belçika ve Fransa’da 20 yıl aralıksız yayınlanan kült belgesel programı Strip-Tease’in yaratıcıları Yves Hinant ve Jean Libon. Güçlü kara mizahıyla kurmacaya göz kırpan, sansürsüz diliyle politik olarak yanlış Hâkim Hanım, dünya prömiyerini San Sebastian Film Festivali’nde gerçekleştirdi.Orjinal İsim:Ni Juge Ni SoumiseYönetmen:Jean Libon, Yves HinantGörüntü Yönetmeni:Didier Hill-DeriveKurgucu:Françoise TourmenYapımcı:Bertrand FaivreYapım Şirketi:The Bureau, Artemis ProductionsDünya Hakları:The BureauFransa, Belçika2017DCPRenkli99´Fransızca; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 16:00",,Arts," Beyoğlu Sineması, İstanbul"
"
Güzel Adam Süreyya
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.2011’in kış aylarında Süreyya Soner, nam-ı diğer Malzemeci Süreyya ile, Gökçe Kaan Demirkıran’ın İnönü Stadyumu’nda yolları kesişir. Bu kesişme bir dostluğa dönüşür. Bu dostluk Gökçe’yi Süreyya’nın hayat hikayesine daiir yolculuğa çıkarır. Çünkü Süreyya Türk futbol tarihinin canlı hafızasıdır. Uzun yıllardır Beşiktaş futbol takımının malzemecisi olarak çalışmaktadır. Futbol ve İstanbul çok hızlı değişmekte ama Süreyya hiç değişmemektedir. Bir futbolcu kadar şöhretlidir ve farklı kuşakların tanıdığı bir futbol karakteridir. O bir futbol emekçisidir. Beşiktaşlı bielgesel yönetmeni olarak Gökçe bir süre sonra Süreyya’ya şu teklifle gider. Hayat hikâyeni belgesel film yapalım, ne dersin? Ve ekler, Beşiktaş’la birlikte bütün hayatın... Güzel Adam Süreyya, Malzemeci Süreyya’nın biyografisiyle birlikte kent tarihinin ve Beşiktaş tarihinin izlerini sürüyor.Orjinal İsim:Güzel Adam SüreyyaYönetmen:Gökçe Kaan DemirkıranSenarist:Gökçe Kaan DemirkıranKurgucu:Hande Yıldırımer, Mustafa BalabanÖzgün Müzik:Evren KarakulOyuncular:Süreyya SoneYapımcı:Gökçe Kaan DemirkıranYapım Şirketi:FilmDeneyDünya Hakları:FilmDeneyTürkiye2018DCPRenkli110´Türkçe; İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 16:00",,Arts," Pera Müzesi, İstanbul"
"
Masterpiece Bostancı Resim - Tutku
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.Bostancı’dayız. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Bostancı , İstanbul"
"
Masterpiece Galata Resim - Tutku
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.Beyoğlu Galata'dayız. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Galata, İstanbul"
